articulo,articulo_unico
"CUERPO DE COLOR TRASLUCIDO. TAPA DE ROSCA CON LAZO. NO APTO PARA BEBIDAS CALIENTES. CAPACIDAD 810 ml. MATERIAL. PLÁSTICO. MEDIDAS: 8 x 20,5 cm. COLOR: HUMO.  INCLUYE ENTREGA SIN COSTO EN LA CDMX.",otros
LIBRETA PERSONAL CON ESPIRAL Y 70 HOJAS RAYADAS (140 PÁGINAS). CUENTA CON IMÁN EN LA PARTE TRASERA PARA SOSTENER BOLÍGRAFO METÁLICO. (NO INCLUYE BOLÍGRAFO). MATERIAL: CARTÓN. MEDIDAS: 13.5 X 17 X 1 CM. COLOR: AZUL.   INCLUYE ENTREGA SIN COSTO EN LA CDMX.,libreta
"CUBREBOCAS ADULTO TRICAPA COMPUESTO POR 2 CAPAS EXTERNAS DE SMS DE 25 GRAMOS Y UN FILTRO INTERMEDIO DE MELTBLOWN SUMINISTRANDO FILTRACIÓN EN SUS 3 CAPAS, COLOR: AZUL EMPAQUE BOLSA DE 100 PIEZAS SIN IMPRESIÓN",bolsa
"LIBRETA ECOLÓGICA CON 5 TIRAS DE BANDERAS ADHERIBLES Y BOLÍGRAFO, CUENTA CON 80 HOJAS RAYADAS. MATERIAL: PAPEL RECICLADO. MEDIDAS: 17.0 x 21.5 cm. COLOR: NEGRO. INCLUYE IMPRESION A 1 TINTA EN 1 POSICIÓN.",libreta
BOLSA ECOLÓGICA CON DISEÑO DE ONDAS. CUENTA CON COMPARTIMENTO EXTERIOR Y ASA. MATERIAL: NON WOVEN. MEDIDAS: 33 x 38 x 11.5 cm. COLOR: NEGRO. INCLUYE IMPRESION A 1 TINTA EN 1 POSICIÓN.,bolsa
"APUNTADOR LÁSER Y CONTROLADOR PARA ADELANTAR O ATRASAR PRESENTACIONES DIGITALES, CONTROLADOR DE VOLUMEN, PUEDE REALIZAR FUNCIÓN DE ALT + TAB (CAMBIO DE VENTANA). CUENTA CON DISPOSITIVO USB REMOTO PARA RECIBIR LA SEÑAL EN RF (RADIO FRECUENCIA). INCLUYE 1 BATERÍA AAA PRESENTACIÓN: CAJA EN COLOR BLANCO. MATERIAL: COBRE. MEDIDAS: 13. 8 X 1.5 CM. COLOR: NEGRO.",usb
BUFF EN TELA BRUSH TIPO STRETCH SUBLIMADA A FULL COLOR TAMAÑO TOTAL 26 X 40 CMS.,otros
"Mouse pad de 21.5 x 18.5 cm, impreso en selección de color en offset digital sobre tela blanca para sublimar, base de espumin negro de 4 mm, embolsado individual.",bolsa
"BOLÍGRAFO DE PLÁSTICO CON CUERPO TRASLÚCIDO, CLIP METÁLICO Y GOMA ANTIDESLIZANTE. MECANISMO DE CLICK. MATERIAL: PLÁSTICO. MEDIDAS: 14 x 1.5 cm. COLOR: NEGRO CON TINTA NEGRA.",bolígrafo
MUESTRA SIN IMPRESION. ENTREGA GRATIS DENTRO DE LA CDMX,otros
"Libreta Halle.  Libreta con pasta de curpiel con alma plata para grabado láser, listón separador de hojas y resorte sujetador de pastas, con 80 hojas de raya.",libreta
"LIBRETA PUBLICITARIA KORYAK. 70 HOJAS DE RAYA.
INCLUYE NOTAS ADHERIBLES EN 5 COLORES, BOLÍGRAFO
ECOLÓGICO Y ESPIRAL METÁLICO DOBLE. MATERIAL:
CARTÓN / ESPIRAL METÁLICO. MEDIDAS: 14 X 18 CM. COLOR:
BEIGE. 
DECORACIÓN: CON 1 UBICACIÓN ( SERIGRAFÍA EN 1 TINTA.)",libreta
"PORTA TARJETERO DE SILICÓN CON CLIP RETRÁCTIL QUE
SIRVE COMO SOPORTE PARA EL CELULAR Y ENROLLAR
AURICULARES. MATERIAL: SILICÓN. MEDIDAS: 5.7 X 9.5 CM.
COLOR: AZUL.
DECORACIÓN: CON 1 UBICACIÓN ( TAMPOGRAFÍA EN 1
TINTA.)",auriculares
"Juego de 19 tarjetas tamaño 9 x 5.5 cms. Impresas en cartulina sulfatada de 14 pts. A 4 x 1 tintas con  barniz uv plasta, suaje especial y poste para detener las tarjetas. Se entregan en bolsa individual de polipropileno.",bolsa
"CUADRÍPTICO TAMAÑO EXTENDIDO 66 X 33 CMS., FINAL 33 X 16.5 CMS. IMPRESO EN PAPEL COUCHÉ BRILLANTE DE 150 GRS. A 4 X 4 TINTAS CON BARNIZ UV PLASTA BRILLANTE.",otros
ATOMIZADOR PUBLICITARIO LUGI. ATOMIZADOR CON LÍQUIDO LIMPIA PANTALLAS Y MICROFIBRA DE 12.5 cm DE DIÁMETRO. MATERIAL: PLÁSTICO. MEDIDAS: 3.5 x 10.3 cm. COLOR: TRANSPARENTE.,pantalón
MEMORIA USB GIRATORIA LONDON. CAPACIDAD 8 gb. COLOR: NEGRO.,usb
ESTUCHE PLEGABLE DE PLÁSTICO CON CEPILLO Y ESPEJO. MATERIAL: PLÁSTICO. MEDIDAS: 7.5 x 6.5 cm COLOR: ROJO,espejo
"BOLÍGRAFO DE ALUMINIO CON RECUBRIMIENTO RUBBER Y FUNCIÓN TOUCH. MATERIAL: ALUMINIO. MEDIDAS: 14,2 x Ø 0,8 cm. COLOR: BLANCO.",bolígrafo
TARRO DISEÑO DE DOBLE PARED. SUPERFICIE EXTERIOR TÉRMICA. MANTIENE LA TEMPERATURA DEL INTERIOR. IRROMPIBLE. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 6.8 x 19.5 cm. COLOR: NEGRO.,tarro
"VISERA WIMBLEDON. MATERIAL: 100% ALGODÓN. COLOR: 34 BLANCO, 34 AZUL Y 35 ROJO.",otros
"MOCHILA MEDIANA, COMPARTIMENTO PRINCIPAL, BOLSO FRONTAL CON CIERRE. MATERIAL: POLYESTER 600D. MEDIDAS: 40 x 27 x 11,5 cm. COLOR: 26 BLANCO Y 26 NEGRO.",mochila
BOLSA WINTER (INTERIOR PLASTIFICADO. BOTÓN DE MADERA AL FRENTE.) MATERIAL: YUTE. MEDIDAS: 45.5 x 34 x 14 cm. COLOR: NATURAL.,bolsa
INCLUYE 60 PIEZAS DE MADERA. MATERIAL: MADERA. MEDIDAS: 7 x 2.3 cm FICHA. COLOR: MADERA. INCLUYE IMPRESON EN TODAS LAS PIEZAS A 1 TINTA.,otros
"BOLÍGRAFO CON CUERPO PLÁSTICO DE COLOR, BOTÓN PULSADOR Y PUNTERA COLOR PLATA. TINTA NEGRA. MATERIAL: PLÁSTICO. COLOR: 27 AZUL Y 27 VERDE.",bolígrafo
LLAVERO PVC FLOR JARDINES,llavero
VASO  DOBLE PARED Y POPOTE INCLUIDO. MATERIAL: PLÁSTICO. MEDIDAS: 9.2 x 16 cm. COLOR AZUL.,vaso
"ÁNFORA TISZA, ÁNFORA CON INFUSIONADOR PARA FRUTAS O BOLSAS DE TÉ. TAPA CON SISTEMA DE ROSCA. MATERIAL: PLÁSTICO. MEDIDAS: 7 x 28 cm. COLOR: 51 AZUL Y 51 HUMO.",bolsa
ÁNFORA MILO (DOBLE PARED. INCLUYE VÁLVULA DE SEGURIDAD Y POPOTE.) MATERIAL: PLÁSTICO. MEDIDAS: 7.7 x 25.5 cm. COLOR: 51 AZUL Y 51 NEGRO.,otros
CILINDRO SPRING TAPA CON SISTEMA DE ROSCA. MATERIAL: PET. MEDIDAS: 7.4 x 24.5 cm. COLOR: AZUL TRASLUCIDO.,cilindro
LLAVERO ETERNITY. LLAVERO CIRCULAR CON CALENDARIO PERPETUO Y PLACA GIRATORIA CON GRABADO QUE INDICA LOS AÑOS Y LOS DÍAS DE LA SEMANA. MATERIAL: METAL. MEDIDAS:4.3 cm. DE DIÁMETRO. COLOR: PLATA.,llavero
"TAZA LUCIANA. TAZA DE CERÁMICA RECUBRIMIENTO MATE EN COLOR NEGRO, INTERIOR BRILLANTE EN COLOR. CAPACIDAD: 11 Oz. MATERIAL: CERÁMICA. MEDIDAS: 9 x 7.2 x 8.5 cm. COLOR: BLANCO.",taza
TARRO MÁGICO MERLÍN. TARRO MÁGICO QUE CAMBIA CON EL AGUA CALIENTE DEJANDO VER EL DISEÑO IMPRESO. MATERIAL: CERÁMICA. MEDIDAS: 9.5 x 8.2 cm. COLOR: 52 NEGRO Y 52 ROJO.,tarro
"LIBRETA ANTLIA  70 HOJAS DE RAYA. INCLUYE BOLÍGRAFO ECOLÓGICO Y ESPIRAL METÁLICO DOBLE. MATERIAL: CARTÓN/ ESPIRAL METÁLICO/ PAPEL RECICLADO. MEDIDAS:15.4 x 20.9 cm. COLOR: CAFE, NEGRO, ROJO Y VERDE.",libreta
TARRO DISEÑO DE DOBLE PARED. SUPERFICIE EXTERIOR TÉRMICA. MANTIENE LA TEMPERATURA DEL INTERIOR. IRROMPIBLE. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 6.8 x 19.5 cm. COLOR: NEGRO.,tarro
SET PROMOCIONAL DE 6 TEQUILEROS. SET DE 6 TEQUILEROS CON FONDO EN COLOR EN BASE DE MADERA. MATERIAL: CRISTAL Y MADERA. MEDIDAS:  49 x 9.5 cm. COLOR: TRANSPARENTE.,set
SET PARA QUESOS SOLARIS INCLUYE CUCHILLO CON MANGO. MATERIAL: BAMBOO. MEDIDAS: 29.5 X 19 X 1.3 CM. COLOR: MADERA.,set
"BOLSA ECOLÓGICA, POSEE UNA SOLAPA COLOR BLANCO CON BOTÓN QUE PERMITE COMPACTAR LA BOLSA. MAYOR RESISTENCIA DEBIDO A QUE SON COSIDAS. MATERIAL: NON WOVEN. MEDIDAS: 13 x 11 cm. COLOR: VERDE.",bolsa
"USB CUSTOM PVC FLEXIBLE 2D, 1 CARA, HASTA 8 COLORES EN FORMA DE LOGO MUÑECA , CON CAPACIDAD DE 8 GB POR PROMOCION SE ENTREGARAN 16 GB. IMPRESION EN TAMPOGRAFIA 2 TINTAS 1 UBICACION. Entrega de Muestra 12 Días hábiles, una vez autorizado el render. Entrega de Producción 40 Días hábiles, una vez autorizada muestra física.",usb
LLAVERO PVC ROSETA JARDINES DE MEXICO.,llavero
"IMAN CUSTOM PVC FLEXIBLE 2D EN FORMA DE CABEZA DE CATRINA, HASTA 8 COLORES. Entrega de Muestra 12 Días hábiles, una vez autorizado el render. Entrega de Producción 22 Días hábiles, una vez autorizada muestra física.",iman
GORRA LIRON (GORRA CON BROCHE VELCRO.) MATERIAL: POLIÉSTER/RAYÓN/SPANDEX. COLOR: 27 AZUL Y 27 ROJO.,gorra
"Libreta tricolor Nara.  Libreta tricolor con forro tipo tela, 80 hojas rayadas y resorte sujetador de pastas.  Medidas: 21x14.7 cm.",libreta
LLAVERO DREVO INCLUYE CAJA INDIVIDUAL. MATERIAL: MADERA MEDIDAS: 2.9 x 9 cm. COLOR: BEIGE.,llavero
TAZA DE 300 ML CON UN INSERTO DE PLÁSTICO RÍGIDO EN FORMA DE DONA QUE FUNCIONA COMO ASA. MATERIAL: ACERO INOXIDABLE + PLASTICO. MEDIDAS: 8.8 x : 12.7 cm. COLOR: NEGRO,taza
"SEPARADOR DE LIBROS, PORTA NOTAS Y REGLA CÍRCULOS. MATERIAL: CARTONCILLO. MEDIDAS: 22 x 6.5 cm. COLOR: CAFÉ.",porta
MINI NOTEBOOK DE 80 HOJAS LISAS BLANCAS. 5 BLOCKS AUTOADHESIVOS RECTANGULARES DE DIFERENTES COLORES. 1 BOLÍGRAFO DE TINTA NEGRA. MATERIAL: CARTÓN. MEDIDAS: 10.5 x 7.8 x 1.1 cm. COLOR: CAFÉ.,bolígrafo
VASO  DOBLE PARED Y POPOTE INCLUIDO. MATERIAL: PLÁSTICO. MEDIDAS: 9.2 x 16 cm. COLOR:BLANCO Y AZUL.,vaso
PORTA NOTAS TRUSKAVET (CONTIENE 5 TIRAS DE BANDERILLAS ADHERIBLES DE COLORES.) MATERIAL: CARTÓN/PAPEL. MEDIDAS:,porta
NOVEDOSO TERMO DE ACERO INOXIDABLE EN FORMA DE BOTELLA QUE CONSERVA EL FRÍO POR 24 HORAS Y EL CALOR POR 12 HORAS.MATERIAL: ACERO INOXIDABLE. MEDIDAS. 7 x 26.5 cm. COLOR: ROJO.,botella
TERMO DE DOBLE PARED DE ACERO INOXIDABLE CON TAPA ENROSCABLE. CAPACIDAD DE 500 ML. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 6.7 x 24.5 cm. COLOR: NEGRO.,termo
"TERMO DE ACERO INOXIDABLE CON ACABADO EN ESMALTE NEGRO, CON PRÁCTICA ASA METÁLICA PARA SUJETARLO FÁCILMENTE O PARA COLGAR EN LA MOCHILA. CAP 540 ml. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 6.8 x 26 cm. COLOR: ROJO.",termo
BOLÍGRAFO ELLIOT. METAL CON BAMOO. MEDIDA: 13.2 X 1 CM. COLOR: BAMBOO.,bolígrafo
GEL ATALA. GEL ANTI BACTERIAL EN ENVASE DE PLÁSTICO Y FUNDA PORTÁTIL EN SILICÓN. MATERIAL: PLÁSTICO. MEDIDAS: 8 x 3.1 x 2.6 cm. COLOR: AZUL.,funda
MOCHILA CON BOLSA FRONTAL CON CIERRE. METERIAL: NON WOKR MEDIDAS: 38 X 39.5 CM.  COLOR: GRIS.,bolsa
LIBRETA PROMOCIONAL VELVET. MATERIAL: POLIURETANO. MEDIDAS: 21 x 13.2 cm. COLOR: AZUL.,libreta
PELOTA LISA ANTI-STRESS. MATERIAL: PU. MEDIDAS: 6 cm. DIÁMETRO. COLOR: AZUL.,pelota
VASO DE ALUMINIO DE 600 ML CON GANCHO.MATERIAL: ALUMINIO. MEDIDAS: 7.0 x 18.5 cm. COLOR: AZUL.,vaso
"CUBRE BOCAS KN 95 DE 5 CAPAS CON TIRA DE SUJECIÓN DE METAL FLEXIBLE CERTIFICACIÓN CE, FDA. MATERIAL: 100% POLIPROPILENO. MEDIDAS: 15 X 12.5 CM.  COLOR: BLANCO.",cubrebocas
"LIBRETA JOG 50 HOJAS BLANCAS. INCLUYE BROCHE PARA CERRAR, NOTAS ADHERIBLES DE DIFERENTES COLORES Y BOLÍGRAFO ECOLÓGICO. MATERIAL: CARTÓN. MEDIDAS:10.2 x 15.2 cm. COLOR: CAFÉ.",libreta
GEL ANTIBACTERIAL EN BOTELLA DE PLASTICO CON FUNDA DE SILICON CAP. 40 ml. MATERIAL: PLÁSTICO. MEDIDAS: 8.0 x 5.0 cm. COLOR: ROJO.,botella
"TAZA DE CERÁMICA BICOLOR ACABADO BRILLANTE DE BOCA ABIERTA, INTERIOR COLOR BLANCO. CAP 15 OZ. MATERIAL: CERÁMICA. MEDIDAS: 9.8 X 8.5 CM. COLOR: NEGRO.",taza
"JUEGO DE HERRAMIENTAS EN FORMA DE LLANTA. INCLUYE: DESARMADOR CON ADAPTADOR PARA 10 PUNTAS, 4 DADOS, CÚTER Y 4 DESARMADORES DE RELOJERO. MATERIAL: PLÁSTICO/METAL. MEDIDAS: Ø 13.5 x 6 cm. COLOR: NEGRO. SIN IMPRESIÓN",juego
CILINDRO/ANFORA DOBLE PARED.MATERIAL: PLÁSTICO. MEDIDAS: 21 x 5.5 cm DIÁMETRO. COLOR: AZUL.,cilindro
"TERMO DE ACERO INOXIDABLE CON ACABADO EN ESMALTE NEGRO, CON PRÁCTICA ASA METÁLICA PARA SUJETARLO FÁCILMENTE O PARA COLGAR EN LA MOCHILA. CAP 540 ml. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 6.8 x 26 cm. COLOR: ROJO.",termo
BOLSA ECOLÓGICA BLANCA CON DETALLES DE COLOR EN ASA Y BASE DE LA BOLSA. MATERIAL: NON WOVEN. MEDIDAS: 41 x 35 x 10 cm. COLOR: ROJO.,bolsa
BOLÍGRAFO CON CLIP PULSADOR Y PUNTA DE COLOR PLATA. MATERIAL: PÁSTICO. COLOR: ROJO.,bolígrafo
TARRO FINIX. TARRO BÁSICO. MATERIAL: CERÁMICA. MEDIDAS: 9.7 x 8.3 cm. COLOR: BLANCO.,tarro
"LONCHERA BILBAO. LONCHERA TÉRMICA CON BOLSAS LATERALES DE MALLA. MATERIAL: POLIÉSTER. MEDIDAS: 19 x 13 x 24 cm. COLOR: AZUL, ROJO Y VERDE.",bolsa
"BOLÍGRAFO DE PLÁSTICO SÓLIDO CON ACABADO RUBBER. TINTA DE GEL COLOR NEGRO. MATERIAL: PLÁSTICO. MEDIDAS: 0.9 x 14.4 cm. COLOR: ROSA, MORADO, AZUL REY, AZUL, VERDE, ROJO, NARANJA, BLANCO Y NEGRO.",bolígrafo
AURICULARES SOCCER INCLUYE ESTUCHE REDONDO PARA AUDÍFONOS.,auriculares
CILINDRO INCLUYE V LVULA DE SEGURIDAD Y ROSCA TWIST-OFF QUE PERMITE ABRIR Y CERRAR LA TAPA EN UN GIRO. MATERIAL: PLÁSTICO. MEDIDAS: 7.4 x 24.5 cm. COLOR: AZUL.,cilindro
PELOTA ANTIESTRÉS BALÓN. MATERIAL: PU. MEDIDAS: 8.7 x 14.5 cm. COLOR: BLANCO CON NEGRO.,antiestrés
"CINTA PORTA GAFETE CON BROCHE DE SEGURIDAD, CLIP DESMONTABLE DE PLÁSTICO Y GANCHO METÁLICO. MATERIAL: POLIESTER. MEDIDAS:1.3 x 88.0 cm. COLOR: AZUL.",porta
GORRA GAP NACIONAL DE QUALITY CAPS,gorra
"MOCHILA METROPOLITAN (BOLSA PRINCIPAL CON ESPACIO PARA LAPTOP. BOLSA CENTRAL PARA TABLET. BOLSA FRONTAL CON COMPARTIMENTOS PARA CELULAR, BOLÍGRAFOS Y DOCUMENTOS. BOLSAS LATERALES CON CIERRE. MATERIAL: POLIÉSTER. MEDIDAS: 34 x 49 x 17 cm. COLOR: NEGRO.",bolsa
"LONCHERA TÉRMICA CON DOS COMPARTIMIENTOS, BOLSA LATERAL CON MALLA Y ASA PARA TRANSPORTAR.  37 NEGRO, 37 ROJO 38 AZUL Y 38 NARANJA",bolsa
"Lapicera rectangular de poliéster. Material: Poliéster Método de impresión: Serigrafía Area de impresión: 10 x 3 cm. Medidas del producto Alto: 5.0 cm. Ancho: 20.5 cm. Fuelle: 4.5 cm. 140 AZUL, 140 NARANJA, 140 ROJO, 140 NEGRO Y 140 VERDE.",lapicera_lapiz
"CUBRE BOCAS KN 95 DE 5 CAPAS CON TIRA DE SUJECIÓN DE METAL FLEXIBLE CERTIFICACIÓN CE, FDA. MATERIAL: 100% POLIPROPILENO. MEDIDAS: 15 X 12.5 CM.  COLOR: BLANCO.",cubrebocas
"SISTEMA DE ROSCA TWIST-OFF QUE PERMITE ABRIR Y CERRAR LA TAPA EN UN GIRO. INCLUYE VÁLVULA DE SEGURIDAD. MATERIAL: PET. MEDIDAS: 6 x 17 cm. COLOR: 100 AZUL, 100 BLANCO, 100 HUMO, 100 ROSA, 100 ROJO, 100 VERDE Y 100 AMARILLO.",otros
"BATERÍA PORTÁTIL PADOL. BATERÍA PARA DISPOSITIVOS MÓVILES. CAPACIDAD DE 4,000 mAh CON LUZ LED E INDICADOR DE CARGA. INCLUYE CABLE CONEXIÓN 30 PINES, 8 PINES Y MICRO USB. MATERIAL: ALUMINIO. MEDIDAS: 11 x 7x 0.9 cm. COLOR: 50 NEGRO Y 50 PLATA.",cable
"Memoria USB en 2D con capacidad de almacenamiento de 8 GB, con compatibilidad de sistema Mac/Windows y conexión plug and play, con la forma del logo del INAI a color. 10 DÍAS HABILES PARA MUESTRA FÍSICA Y 20 DÍAS HÁBILES PARA PRODUCCIÓN FINAL.",usb
"ALCANCÍA PIG. ALCANCIA DE PLÁSTICO TRANSPARENTE EN FORMA DE COCHINITO. MATERIAL: PLÁSTICO. MEDIDAS: 12.4 x 10 x 10 cm. COLOR: 140 AZUL, 140 BLANCO, 140 ROJO, 140 ROSA Y 140 VERDE.",alcancías
"Regla de 30 x 4cm, impresa a 4 tintas ( escala y dos posiciones) sobre PP 16 puntos transparente ( se vera las imagenes por el otro lado),500 piezas por caja.",regla
"CÁMARA RUBBER BLADDER, 32 GAJOS. PESO 430 GR. COSIDO A MÁQUINA. 3 CAPAS. NIVEL MÁXIMO DE PRESIÓN 6-8 PSI. EVA. MEDIDA: NO. 5. 83 AZUL, 83 ROJO, 84 NEGRO.",otros
SANDWICHERAS,otros
PELOTA VINIL,pelota
Playera Polo Pique Caballero PLATINUM,playera
GORRA ALFA COLOR BEIGE O ROJO,gorra
"Reloj de pulso.  Reloj de pulso fabricado en silicón con maquinaria metálica japonesa, cristal mineral y caja trasera en acero inoxidable. Incluye estuche metálico individual.",reloj
"Bolígrafo de plástico Mani.

Bolígrafo de plástico retráctil. clip y punta metálicos y tinta de escritura negra.
Medidas: 14x1.5 cm.",bolígrafo
"LIBRETA EBBA. LIBRETA CON CUBIERTA DURA, BANDA ELÁSTICA, SEPARADOR, 96 HOJAS RAYADAS Y SOBRE PORTA DOCUMENTOS. MEDIDAS: 14.2 x 21.1 x 1.6 cm. COLOR: BLANCO.",porta
"Bolígrafo de plástico Mani.

Bolígrafo de plástico retráctil. clip y punta metálicos y tinta de escritura negra.
Medidas: 14x1.5 cm.",bolígrafo
"LIBRETA EBBA. LIBRETA CON CUBIERTA DURA, BANDA ELÁSTICA, SEPARADOR, 96 HOJAS RAYADAS Y SOBRE PORTA DOCUMENTOS. MEDIDAS: 14.2 x 21.1 x 1.6 cm. COLOR: BLANCO.",porta
"MorralMedidas: 35 x 40 cm.Morral transparente de PVC (hule cristal) Calibre 8. con jaretas de macramé, bies de semicanasta y ojillos metálicos. INCLUYE IMPRESION A 1 TINTA EN 1 CARA.",otros
"LIBRETA DE POLIURETANO TEXTURIZADA CON COMPARTIMENTO PARA CELULAR Y RESORTE PARA PLUMA EN LA PASTA, 112 HOJAS RAYADAS Y SEPARADOR. MATERIAL: POLIURETANO. MEDIDAS: 14.5 X 21 CM. COLOR: 1500 NEGRO y 1500 GRIS.",celular
DOMINO KATAVI  INCLUYE CAJA DE MADERA CON 28 PIEZAS. MATERIAL: PLÁSTICO / MADERA. MEDIDAS: 18 x 4 cm COLOR: MADERA,dominós
SPRAY ANTIBACTERIAL CAP. 120 ml. MATERIAL: PLÁSTICO. MEDIDAS: 5.7 x 8.5 cm. COLOR: TRANSPARENTE.,espray
BOLSA ECOLÓGICA LAMINADA Y TERMO SELLADA DE NON WOVEN CON FUELLE DE 10 CM Y ASA DE 18.5 CM. MATERIAL: NON WOVEN. MEDIDAS: 24.5 X 38 CM.  COLOR: NEGRO.,bolsa
"ELEGANTE BOLÍGRAFO CON TINTA DE GEL EN COLOR NEGRO, CON CUERPO Y TAPA EN PLÁSTICO. CLIP MÉTÁLICO. MATERIAL: PLÁSTICO. MEDIDAS: 13.5 x 1.2 cm. COLOR: BLANCO.",bolígrafo
PARAGUAS AUTOMÁTICO. 8 PANELES Y MANGO DE PLÁSTICO. MATERIAL: PLÁSTICO. MEDIDAS: 94 cm DIÁMETRO. COLOR: NEGRO,paraguas
"VASO TIRICH INCLUYE TAPA. MATERIAL: PLÁSTICO. MEDIDAS: 9 x 16 cm. COLOR: 325 NEGRO, 325 BLANCO Y 300 VERDE.",vaso
BOLÍGRAFO DE ALUMINIO DE COLOR Y CLIP METÁLICO. MATERIAL: ALUMINIO. MEDIDAS: 14 x 0.9 cm. COLOR: NEGRO,bolígrafo
LONCHERA CON INTERIOR METALIZADO. BOLSA PRINCIPAL Y FRONTAL. 1 BOLSA LATERAL DE MALLA Y CORREA AJUSTABLE. MATERIAL: POLIÉSTER. MEDIDAS: 28.5 x 25 x 17.5 cm. COLOR: NEGRO.,bolsa
MARTILLO RESQ. MARTILLO DE EMERGENCIA CON PUNTA DE ACERO PARA ROMPER CRISTALES DE AUTOS EN CASO DE ACCIDENTE. CUENTA ADEMÁS CON NAVAJA PARA CORTAR CINTURONES DE SEGURIDAD Y LINTERNA DE LUZ LED. MATERIAL: ACERO / PLÁSTICO. MEDIDAS: 5.5 x 3 cm. COLOR: NARANJA.,navaja
"CARPETA BOLSILLO EN LA PARTE EXTERIOR. EN LA PARTE INTERNA SOBRE PARA GUARDAR TABLET, COMPARTIMENTO PARA TARJETAS O DOCUMENTOS Y TRES COMPARTIMENTOS PARA GUARDAR CABLES Y AURICULARES. CIERRE CON HERRAJE METÁLICO. MATERIAL: SÍMIL CUERO. MEDIDAS: 33,5 x 26,5 x 3 cm. COLOR: NEGRO.",auriculares
TAZA DE DOBLE PARED. MATERIAL: ACERO INOXIDABLE. MEDIDAS: 10.5 x 13 cm. COLOR: PLATA.,taza
"POWER BANK BRESLAVIA (BATERÍA AUXILIAR PARA SMARTPHONE, CAPACIDAD 10,000 MAH. CUENTA CON UNA SALIDA USB, ENTRADA MICRO USB Y TIPO C. DISPLAY PARA MOSTRAR EL NIVEL DE BATERÍA. INCLUYE CABLE CARGADOR COMPATIBLE CON USB Y MICRO USB. DISPLAY INDICADOR DE BATERÍA.) MATERIAL: PLASTICO. MEDIDAS: 7 x 14.1 cm. COLOR: PLATA.",cable
"BOLÍGRAFO DE ALUMINIO CON GOMA TOUCH SCREEN. MECANISMO RETRÁCTIL. MATERIAL: ALUMINIO. MEDIDAS: 0.8 x 14.0 cm. COLOR: 167 AMARILLO, 167 AZUL, 167 BLANCO, 167 NARANJA, 167 NEGRO, 167 ROJO, 166 ROSA, 166 VERDE Y 166 VERDE CLARO.",bolígrafo
"LIBRETA CON PASTA DE CARTÓN, BANDERINES, NOTAS ADHERIBLES Y BOLÍGRAFO CON TINTA DE ESCRITURA NEGRA. SIRVE COMO SOPORTE DE CELULAR. MEDIDAS: 14X9 CM. MATERIAL: CARTON. COLOR: CARTÓN.",banderines
AUDÍFONOS INPODS 12 VERSIÓN DE BLUETOOTH: 5.0. RANGO DE CONEXIÓN: 10 METROS. CAPACIDAD DE BATERIA: 30MAH (AURICULAR) / 300 MAH (ESTUCHE DE CARGA) TIEMPO DE REPRODUCCIÓN APROXIMADO: 2-3 HORAS CON VOLUMEN AL 50% TIEMPO DE RECARGA: 70 MIN(AURICULARES) / 120 MIN(ESTUCHE DE CARGA).  COLOR NEGRO.,auriculares
VASO DE DOBLE PARED DE PLÁSTICO CON POPOTE CAP. 500 ML. MATERIAL: PLÀSTICO. MEDIDAS: 10.0 x 16.0 cm. COLOR: NEGRO,vaso
PARTIDA 18 BARCO 3D,otros
DOBLE PARED. CERRADO AL VACÍO. PARED INTERNA Y EXTERNA ACERO INOXIDABLE. INCLUYE CHUPÓN DE SUCCIÓN QUE PERMITE LA FIJACIÓN A LA SUPERFICIE EVITANDO EL DERRAME POR ACCIDENTE. INCLUYE VÁLVULA DE SEGURIDAD. MEDIDAS: ACERO INOXIDABLE / PLÁSTICO. MEDIDA: 8.5 X 19 CM. COLOR: PLATA.,otros
MOCHILA CON BOLSA PRINCIPAL Y FRONTAL. DOS BOLSAS LATERALES. ESPACIO PARA LAPTOP. MATERIAL: ALGODÓN / CANVAS. MEDIDAS: 32 x 39 x 14 cm. COLOR: VERDE.,bolsa
PISA PAPEL DE VIDRIO,otros
CAJA PARA PISAPAPEL,otros
BOLÍGRAFO DE PLÁSTICO QUE INCLUYE GEL ANTIBACTERIAL EN SPRAY. ES RECARGABLE. MATERIAL: PLÁSTICO. MATERIAL: 15.7 X 1.2 CM. COLOR: TRANSPARENTE.,bolígrafo
LIBRETA CON ESPIRAL METÁLICO Y 70 HOJAS RAYADAS. MATERIAL: POLIURETANO. MEDIDAS: 14.5 x 21.0 cm. COLOR: BLANCO.,libreta
"LIBRETA DE POLIURETANO TEXTURIZADA CON COMPARTIMENTO PARA CELULAR Y RESORTE PARA PLUMA EN LA PASTA, 112 HOJAS RAYADAS Y SEPARADOR. MATERIAL: POLIURETANO. MEDIDAS: 14.5 X 21 CM. COLOR: NEGRO.",celular
BOLÍGRAFO METÁLICO CON GOMA TOUCH SCREEN. MATERIAL: ALUMINIO. MEDIDAS: 14 x 1 cm. COLOR: NEGRO.,bolígrafo
